Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2021.11.16","경기 침체 시 한국은행이 시중에 유동성을 공급하기 위해 사용하는 '공개 시장 운영'(통화안정증권 매입) 정책을 묻고 있으므로, '한국은행의 통화 정책'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2021.09.08","한국은행이 '물가 안정 목표' 달성을 위해 소비자물가 상승률에 따라 통화 신용 정책을 운영하는 사례를 묻고 있으므로, '한국은행의 통화 정책' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2021.06.08","경기 위기 극복을 위해 한국은행이 유동성을 공급하는 '양적 완화' 정책 사례를 통해 동일한 효과를 내는 통화 정책(지급준비율 인하, 통화안정증권 매입)을 묻고 있으므로, '한국은행의 통화 정책'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2026.06.03","국민건강보험, 국민연금 등 국가가 운영하는 '사회 보험(공영 보험)'의 특징을 묻고 있으므로, '보험의 종류'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2026.06.18","생명 보험과 보증 보험 사례에서 보험 계약자, 피보험자, 보험 수익자 등 '보험 관련 당사자'의 역할과 의무를 묻고 있으므로, '보험 업무' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2025.09.12","예금, 주식, 채권 등 다양한 금융 상품의 특징과 '예금자 보호 제도'의 적용 여부를 묻고 있으므로, '은행 및 보험 업무' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2025.06.03","화재 보험 사례를 통해 일부 보험, 피보험자, 보험 계약자, 보험 금액 등 '보험'의 기본 개념을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2024.11.01","은행이 지방세(재산세) 납부를 대행해주는 '수납 대리 업무'에 대해 묻고 있으므로, '일반 은행 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2024.06.05","'예금자보호법'에 의해 보호받는 금융 상품(정기예금, 저축예금)과 보호받지 못하는 금융 상품(금융채, 우체국예금)을 구분하여 보호 한도액을 계산하는 문제이므로, '은행 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2024.06.15","화재 보험 사례를 통해 손해보험, 보험수익자, 고지의무, 비례보상 등 '보험' 관련 용어와 원칙을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2023.11.05","손해보험 사례(선박보험, 화재보험)를 통해 분손, 신협회적화약관, 비례보상 원칙, 피보험이익 등 '보험'의 세부 내용을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2023.09.11","은행이 수행하는 업무 중 '보험 상품 판매 대행(방카슈랑스)', '유가증권 보관(보호예수)', '자산 관리(신탁)' 업무를 구분하는 문제이므로, '일반 은행 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2023.06.03","해외 경제 협력 및 투자에 필요한 금융을 제공하는 '특수 은행'인 '한국수출입은행'에 대해 묻고 있으므로, '특수 은행'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2023.06.04","손해보험, 전부보험, 일부보험, 보험자, 보험계약자 등 '보험'의 종류와 관련 용어를 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2022.11.07","직원의 불법 행위로 인한 회사의 손해를 보상하는 '신원 보증 보험'의 계약 당사자와 특징을 묻고 있으므로, '보험 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2022.09.05","생명 보험의 당사자인 보험자, 보험 계약자, 보험 수익자의 역할과 의무를 묻는 문제이므로, '보험 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2022.09.18","입출금이 자유로운 요구불예금(보통예금)과 저축성예금(정기예금, 정기적금)을 구분하는 문제로, '은행 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2022.06.09","인(人)보험과 물(物)보험, 보험 당사자, 비례보상 원칙 등 '보험'의 종류와 기본 원리를 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2021.11.02","'사회 보험'인 고용보험과 산재보험의 공통점(사회 정책 목적, 인(人)보험)을 묻는 문제이므로, '보험'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2021.09.09","'사회 보험'인 노인장기요양보험과 고용보험의 특징을 비교하는 문제이므로, '보험'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2021.06.04","화재 보험 사례를 통해 '일부 보험'과 '비례 보상' 원칙을 적용하여 보험금을 계산하는 문제이므로, '보험'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2026.06.11","코스닥(KOSDAQ) 시장에서 유상 증자, 자사주 매도, 주식 배당 등을 통해 자금을 조달하는 방법을 묻고 있으므로, '주식 발행 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2026.06.15","주식 유통 시장의 매매 체결 원칙('가격 우선', '시간 우선')을 적용하여 거래 결과를 분석하는 문제이므로, '주식 거래 원칙'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2025.11.14","주식 시세표(고가, 저가, 상한가)를 분석하고, 양도성예금증서(CD), 정기예금 등 여러 '증권 및 금융 상품'의 특징을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2025.09.09","신규 발행 증권이 거래되는 '발행 시장'과 이미 발행된 증권이 매매되는 '유통 시장'을 구분하는 문제이므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2025.09.10","자본 조달 목적으로 발행되는 '주식'과 지급 수단으로 사용되는 '가계 수표'의 특징을 비교하는 문제이므로, '주식과 채권(지급 수단과의 비교)'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2025.06.13","자금 조달 방식 중 보통주 발행(유상증자), 회사채 발행을 통해 '자본 시장'에서 자금을 조달하는 사례를 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2025.06.16","KOSPI, KOSDAQ 등 '주식 유통 시장'의 특징과 시가, 종가, 전일비 등 '주식 시세' 용어를 이해하는지 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2024.11.04","기업공개(IPO), 재무제표 분석, 주식 가격 분석 등 코스닥 상장 기업 입사를 위한 준비 활동을 묻고 있어 '증권 시장' 및 '증권'에 대한 이해가 필요하므로 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2024.11.13","은행 대출, 유상증자(주식 발행), 회사채 발행 등 다양한 '자금 조달' 방법을 비교하고, 직접/간접 금융, 자기/타인 자본으로 구분하는 문제이므로, '증권 업무'에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2024.09.12","자금 조달 방식을 회사채 발행(타인자본)에서 유상증자(자기자본)로 변경하는 사례를 통해 '자본 조달' 방식을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2024.09.14","'주식 유통 시장'(코스피, 코스닥)의 지수와 주가 정보(일봉, 시가, 종가 등)를 해석하는 문제이므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2024.06.10","유가증권시장에서의 '주식 매매 체결 원칙'(가격 우선, 시간 우선)과 경쟁 매매 방식인 '경매매'에 대해 묻고 있으므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2023.11.15","장기 금융 시장에서 기업 공개(IPO)를 통해 발행되며 출자 지분을 표시하는 증권인 '보통주'의 특징을 묻고 있으므로, '주식'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2023.09.12","유상증자, 회사채 발행, 은행 대출 등 기업의 '자금 조달' 방안을 직접/간접 금융 및 자기/타인 자본으로 구분하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2023.06.13","주식 매수, 회사채 매수, 공모주 청약 등 '증권 시장'(발행시장, 유통시장)에서의 투자 활동을 분석하는 문제이므로, '증권 업무' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2022.11.03","기업공개(IPO)를 통해 '발행 시장'에서 자금을 조달하는 사례를 통해 직접 금융과 자본 증권의 특징을 묻고 있으므로, '증권 시장'과 '주식'을 다루는 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2022.11.13","'주식 시세표'의 용어(시가, 고가, 저가, 종가, 상한가)를 이해하고 분석하는 문제이므로, '주식 유통 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2022.09.12","선풍기 공장 증설을 위한 '회사채' 발행과 운영 자금 조달을 위한 '전환사채' 발행 등 채권의 종류와 특징을 묻고 있으므로, '채권'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2022.06.05","보통예금, 정기적금, 주식, 채권 등 다양한 '금융 상품'의 특징과 비중 조절을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2022.06.15","'증권 시장'의 종류인 유가증권 시장, 코스닥 시장, K-OTC 시장의 특징을 비교하는 문제이므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2021.11.09","코스피 '주식 시세표'를 분석하고, 자사주 장내 처분(유통 시장), 유상증자(발행 시장) 등 '증권 시장'을 통한 자금 조달 방법을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2021.09.03","'유통 시장'(코스닥)과 '발행 시장'에서 자금을 조달하는 사례를 통해 각 증권 시장의 특징을 묻고 있으므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2021.06.06","코스피, 코스닥 등 '주식 유통 시장'의 주가 정보를 해석하는 문제이므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2026.06.07","원/달러, 원/엔 환율 변동 그래프를 분석하고, '환율 변동'이 수출 상품의 가격 경쟁력과 환전액에 미치는 영향을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2025.11.13","국제수지표 항목 중 무상 이전, 비생산·비금융자산의 취득 및 처분 등을 기록하는 '자본 수지'에 대해 묻고 있으므로, '국제 수지'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2025.09.05","외환 시장의 수요·공급 곡선 이동에 따른 '환율 변동'의 원인과 그 경제적 영향(수출입, 외채 상환 부담)을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2025.09.20","주어진 자료를 바탕으로 '국제 수지표'의 경상수지, 자본수지, 금융계정 항목별 월간 변동액을 계산하고 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2025.06.14","미 달러화 대비 각국 통화 가치 변동률을 통해 '환율 변동'을 유발하는 요인(수입액, 해외 투자, 경비 지출 등)을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2024.11.10","미 달러화의 수요와 공급 변화에 따른 '환율 변동'의 원인을 묻는 문제이므로, '환율'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2024.11.17","주어진 대외 거래 내역을 '국제 수지표'의 상품수지, 본원소득수지, 서비스수지, 자본수지 항목에 반영하여 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2024.06.16","'국제 수지'의 구성 요소인 상품수지, 서비스수지, 본원소득수지, 이전소득수지, 자본수지 등의 거래 사례를 구분하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2024.06.17","'환율'의 종류인 현찰 매매율, 송금 환율 등 대고객 환율을 적용하여 환전 및 송금 금액을 계산하는 문제이므로, '환율'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2023.11.18","주어진 거래 내역을 '국제수지표'의 경상수지(상품수지, 본원소득수지, 이전소득수지, 서비스수지) 항목으로 분류하고 계산하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2023.11.20","환율 상승 및 하락의 원인을 파악하고, '환율 변동'에 따른 합리적인 의사결정(자산 매각 시점, 수입 대금 결제 방식 등)을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2023.09.14","상반기 국제수지에 하반기 대외 거래 내역(자본수지, 본원소득수지, 서비스수지 등)을 반영하여 '국제 수지'의 변화를 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2023.06.08","'환율 변동' 상황에 따라 수출업자가 환차익을 얻기 위해 유리한 대금 결제 방식(D/P, D/A)을 선택하는 것을 묻고 있으므로, '환율' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2023.06.20","1월 국제수지에 2월의 거래 내역을 반영하여 누계 '국제 수지'를 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2022.06.08","해외 송금, 급여 수령 등의 거래를 '국제수지표'의 이전소득수지, 본원소득수지 항목에 반영하여 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2022.06.13","해외 투자 확대로 인한 원화 가치 하락(환율 상승) 상황에서 수입업체의 합리적 대응 방안을 묻고 있으므로, '환율 변동의 영향'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2022.09.08","외환 수급 변화에 따른 '환율 변동'을 예측하고, 이에 따른 유리한 자금 집행(외채 상환, 대금 지급 등) 시점을 결정하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2022.09.13","주어진 거래 내역을 '국제수지'의 경상수지 항목(상품, 서비스, 본원소득, 이전소득)으로 구분하고 누계를 계산하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2021.11.10","주어진 거래 내역을 '국제수지표'에 반영하여 경상수지 및 각 항목의 변화를 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2021.11.15","환율 하락이 예상될 때 외화예금 인출, 외화 채무 상환 등의 의사결정을 묻는 문제이므로, '환율 변동'에 따른 영향을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2021.09.11","원화 가치 하락(환율 상승) 추세 속에서 외화 채무 상환, 해외 연수 등 경영 활동의 시점을 조절하는 의사결정 문제이므로, '환율' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2021.09.18","주어진 대외 거래 내역을 '국제수지'의 각 항목(상품, 서비스, 본원소득, 이전소득, 자본)에 반영하여 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2021.06.09","원/달러, 원/엔 '환율'의 변동 추이를 분석하고, 외채 상환, 대금 지급, 수출 시 선물환 계약 등 합리적인 대응 방안을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2021.06.18","연도별 '국제수지표'를 비교하여 경상수지 및 각 항목(서비스, 이전소득, 본원소득, 자본)의 변화를 분석하는 문제이므로, 해당 테마에 속합니다."
