Chapter 02: 기업 활동,"Theme 2: 경영 관리","2024.11.08","'경영 관리 순환 과정'인 계획(C), 조직(B), 지휘(D), 통제(A)의 각 단계별 활동 사례를 구분하는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 2: 경영 관리","2024.09.08","'라인 조직'에서 참모(스태프)를 추가한 '라인-스태프 조직'으로의 변경에 따른 장점을 묻고 있으므로, '조직의 형태'를 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 2: 경영 관리","2024.06.14","경영 관리 순환 과정 중 리더십 강화, 의사소통, 동기 부여 등의 활동이 포함되는 '지휘' 과정을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 2: 경영 관리","2023.09.15","경영 목표 설정(계획), 조직 구조 개편(조직), 동기 부여(지휘), 실적 분석(통제) 등 '경영 관리 순환 과정'의 순서를 배열하는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 2: 경영 관리","2023.09.17","기업의 경영 환경과 '기능식 조직', '매트릭스 조직' 등 조직 구조에 대해 묻고 있으므로, '경영 관리' 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 2: 경영 관리","2023.06.05","현재의 기능식 조직을 보완하기 위해 임시 조직인 '프로젝트 조직'을 운영하는 사례를 통해 조직 형태의 특징을 묻고 있으므로, '조직의 형태'를 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 2: 경영 관리","2022.11.04","기존 조직에 전문 인력으로 구성된 기획조정실을 추가하는 '라인-스태프 조직'으로의 개편을 묻고 있으므로, '조직의 형태'를 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 2: 경영 관리","2022.09.02","한 직원이 부서와 프로젝트팀에 동시에 소속되어 업무를 수행하는 '매트릭스 조직'의 사례를 묻고 있으므로, '조직의 형태'를 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 2: 경영 관리","2022.06.19","특정 과제 해결을 위해 임시로 구성되었다가 해체되는 '프로젝트 조직'의 특징을 묻고 있으므로, '조직의 형태'를 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 2: 경영 관리","2021.11.04","기능별 조직에 프로젝트 조직을 결합한 '매트릭스 조직'의 특징(통합적 협력, 탄력적 인력 운용)을 묻고 있으므로, '조직의 형태'를 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 2: 경영 관리","2021.09.10","수직적 명령 체계를 가진 '라인 조직'에 전문성을 지닌 참모(스태프)를 추가한 '라인-스태프 조직'으로 개편하는 사례를 묻고 있으므로, '조직의 형태'를 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 2: 경영 관리","2021.06.16","책임 경영과 부문 간 경쟁 유도를 위해 지역별, 제품별로 조직을 구성하는 '사업부제 조직'의 특징을 묻고 있으므로, '조직의 형태'를 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2025.11.06","'경영 혁신 기법' 중 조직의 효율성을 높이기 위해 부서 통합, 직무 체계 축소 등을 하는 '다운사이징'에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2025.09.02","'경영 혁신 기법' 중 선진 기업의 성공 요인을 분석하여 자사에 적용하는 '벤치마킹' 사례를 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2025.09.06","기업의 부문별 활동 중 급여 계산, 4대 보험 관리 등 '인적 자원 관리'의 세부 능력 단위를 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2024.11.11","기업의 특정 업무를 외부 전문 업체에 위탁하는 '아웃소싱' 기법에 대해 묻고 있으므로, '경영 혁신'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2024.09.03","설문 결과를 통해 개선이 시급한 관리 활동(재무 관리, 생산 관리, 회계 정보 관리, 인적 자원 관리)을 파악하는 문제로, '기업의 부문별 활동'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2024.06.02","'경영 혁신 기법' 중 여러 기업이 상호 협력 관계를 형성하여 경쟁 우위를 확보하는 '전략적 제휴'에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2024.06.03","재무제표 작성, 계정 과목별 명세서 작성 등 '회계 정보 관리' 부문의 업무를 묻는 문제이므로, '기업의 부문별 활동'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2023.11.03","공장 자동화, 효율적 설비 배치, 품질 관리 등 '생산 관리' 부문의 업무를 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2023.11.16","경영 환경 악화에 대응하여 인력 축소, 부서 통폐합 등을 실시하는 '다운사이징' 기법에 대해 묻고 있으므로, '경영 혁신'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2023.09.13","신사업 진출을 위해 다른 업체를 인수·합병(M&A)하는 것은 사업 재구축의 일환으로 '리스트럭처링'에 해당하므로, '경영 혁신'을 다루는 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2022.11.06","다른 성공 사례를 비교·분석하여 장점을 활용하는 '벤치마킹' 기법에 대해 묻고 있으므로, '경영 혁신'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2022.11.16","재고 파악, 장부 작성 등 '회계 정보 관리' 부문의 활동을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2022.06.06","제품 불량률을 획기적으로 낮추기 위해 도입하는 품질 관리 기법인 '6시그마'에 대해 묻고 있으므로, '경영 혁신'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2021.11.11","직원의 교육 훈련과 보상 관리를 담당하는 '인적 자원 관리' 부문에 대해 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2021.09.02","신규 인력 채용, 교육 훈련, 복리 후생 등 '인적 자원 관리' 부문의 업무를 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2021.06.03","기업의 특정 업무(고객 상담)를 외부 전문 기업에 위탁하는 '아웃소싱' 기법에 대해 묻고 있으므로, '경영 혁신'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2021.06.19","'6시그마' 기법을 활용한 문제 해결 및 개발 역량 강화 교육을 다루고 있으며, 이는 '생산 관리'(품질 관리)의 일부이므로 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2026.06.09","기업의 내·외부 환경을 분석하여 전략을 수립하는 'SWOT 분석' 기법에 대해 묻고 있으므로, '마케팅 전략'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2025.11.07","마케팅 전략 수립 과정(STP 전략, 4P 믹스 전략) 전반에 대한 이해를 묻는 문제이므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2025.11.11","1인 가구 증가, 식생활 가치관 변화 등 기업의 경영 활동에 영향을 미치는 '사회·문화적 환경'에 대해 묻고 있으며, 이는 마케팅 환경 분석의 일부이므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2025.09.07","고객 정보를 활용하여 맞춤형 서비스를 제공하고, 고객과의 관계를 강화하는 '고객 관계 관리(CRM)' 기법을 묻고 있으므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2025.09.13","'SWOT 분석'을 바탕으로 '마케팅 믹스(4P) 전략'을 수립하고, 이를 해외 시장 진출 전략(국제 프랜차이징)과 연계하는 문제이므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2025.06.18","시장 세분화, 표적 시장 선정(Targeting), 포지셔닝(Positioning)으로 이어지는 'STP 전략'과 유통, 촉진 등 '마케팅 믹스(4P) 전략'을 묻고 있으므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2024.11.06","점두 광고, 단수 가격 정책, 판매 촉진(스탬프 쿠폰) 등 '마케팅 믹스(4P)'의 요소를 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2024.11.07","고객 정보를 시스템에 등록하여 맞춤형 문자 서비스를 제공하는 '고객 관계 관리(CRM)'를 묻고 있으므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2024.09.10","시장 세분화, 표적 시장 선정, 포지셔닝 등 'STP 전략'과 홍보 등 '마케팅 믹스(4P)' 전략 수립 과정을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2024.06.18","오프라인 및 온라인 판매(유통), 심리적 가격 정책(가격), 보도자료 배포(촉진) 등 '마케팅 믹스(4P)' 전략을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2023.11.04","마케팅 전략 수립 과정인 '3C 분석, STP 전략, 마케팅 믹스(4P) 전략'에 대한 종합적인 이해를 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2023.11.08","고객의 구매 내역을 분석하여 맞춤형 상품을 추천하는 '고객 관계 관리(CRM)' 시스템을 묻는 문제이므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2023.09.10","고객에게 더 비싼 상위 모델을 추천하는 '업셀링'과 관련 소모품을 함께 판매하는 '크로스 셀링' 기법을 묻고 있어 '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2023.09.16","'마케팅 믹스(4P)' 요소 중 제품, 가격, 유통, 촉진의 개선 방안을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2023.06.12","편의점의 해외 진출 시 제품, 유통, 촉진 등 '마케팅 믹스(4P)' 전략 수립에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2022.09.07","'마케팅 목표 설정' 및 '실행 계획 수립' 등 NCS 직무 내용을 통해 '마케팅 관리' 활동을 묻고 있으므로 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2022.09.09","경쟁 제품과 차별화되는 '포지셔닝' 전략과 기업 이미지 제고를 위한 'PR(홍보)' 활동을 묻고 있으므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2021.11.13","마케팅 환경 분석을 바탕으로 'STP 전략'과 '마케팅 믹스'를 수립하는 과정을 묻고 있으므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2021.09.07","고객 데이터를 활용하여 맞춤형 서비스를 제공하고 충성도를 높이는 '고객 관계 관리(CRM)' 기법에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2021.06.10","'STP 전략'(세분화, 포지셔닝)과 '마케팅 믹스'(촉진, 가격)를 결합하여 분석하는 문제이므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2021.06.13","기업의 사회봉사 활동, 기부 사례 등을 언론에 보도하여 기업의 긍정적 평판을 구축하는 '홍보(PR)' 활동에 대해 묻고 있으므로, 마케팅의 '촉진' 전략에 해당합니다."
